t,accel_cmd_x,accel_cmd_y,accel_cmd_z,fin_x,fin_y,fin_z,los_angle,los_rate,v_closing,range,nav_x,nav_y,nav_z
6.33,-3.3147832,0,9.67367242,0,0,0,0.33012118,0.00386866622,660.81148,4332.81632,7227.6,0,3246.8
6.335,-3.32150718,0,9.69268318,0,0,0,0.330140545,0.00387746182,660.612568,4329.51276,7226.2,0,3246.6
6.34,-3.3282214,0,9.71166168,0,0,0,0.330159954,0.00388624916,660.413797,4326.21019,7224.8,0,3246.4
6.345,-3.3349259,0,9.73060801,0,0,0,0.330179407,0.00389502823,660.215167,4322.90862,7223.4,0,3246.2
6.35,-3.3416207,0,9.74952223,0,0,0,0.330198904,0.00390379906,660.016678,4319.60804,7222,0,3246
6.355,-3.34830582,0,9.76840442,0,0,0,0.330218445,0.00391256167,659.818329,4316.30845,7220.6,0,3245.8
6.36,-3.3549813,0,9.78725465,0,0,0,0.33023803,0.00392131607,659.620121,4313.00986,7219.2,0,3245.6
6.365,-3.36164715,0,9.80607299,0,0,0,0.330257659,0.00393006227,659.422054,4309.71225,7217.8,0,3245.4
6.37,-3.3683034,0,9.82485952,0,0,0,0.330277331,0.0039388003,659.224127,4306.41564,7216.4,0,3245.2
6.375,-3.37495008,0,9.84361431,0,0,0,0.330297046,0.00394753017,659.02634,4303.12001,7215,0,3245
6.38,-3.38158721,0,9.86233742,0,0,0,0.330316806,0.0039562519,658.828694,4299.82537,7213.6,0,3244.8
6.385,-3.38821482,0,9.88102893,0,0,0,0.330336609,0.0039649655,658.631187,4296.53172,7212.2,0,3244.6
6.39,-3.39483292,0,9.89968891,0,0,0,0.330356456,0.003973671,658.433821,4293.23906,7210.8,0,3244.4
6.395,-3.40144155,0,9.91831744,0,0,0,0.330376346,0.00398236839,658.236594,4289.94739,7209.4,0,3244.2
6.4,-3.40804073,0,9.93691457,0,0,0,0.330396279,0.00399105772,658.039508,4286.6567,7208,0,3244
6.405,-3.41463049,0,9.9554804,0,0,0,0.330416256,0.00399973898,657.842561,4283.36699,7206.6,0,3243.8
6.41,-3.42121084,0,9.97401497,0,0,0,0.330436277,0.00400841219,657.645753,4280.07827,7205.2,0,3243.6
6.415,-3.42778181,0,9.99251837,0,0,0,0.33045634,0.00401707738,657.449086,4276.79053,7203.8,0,3243.4
6.42,-3.43434343,0,10.0109907,0,0,0,0.330476447,0.00402573455,657.252557,4273.50378,7202.4,0,3243.2
6.425,-3.44089572,0,10.0294319,0,0,0,0.330496598,0.00403438373,657.056168,4270.21801,7201,0,3243
6.43,-3.44743871,0,10.0478422,0,0,0,0.330516791,0.00404302493,656.859918,4266.93322,7199.6,0,3242.8
6.435,-3.45397242,0,10.0662216,0,0,0,0.330537028,0.00405165817,656.663808,4263.64941,7198.2,0,3242.6
6.44,-3.46049687,0,10.0845702,0,0,0,0.330557308,0.00406028346,656.467836,4260.36658,7196.8,0,3242.4
6.445,-3.46701208,0,10.102888,0,0,0,0.330577631,0.00406890082,656.272003,4257.08473,7195.4,0,3242.2
6.45,-3.47351809,0,10.1211752,0,0,0,0.330597997,0.00407751026,656.076309,4253.80386,7194,0,3242
6.455,-3.48001492,0,10.1394317,0,0,0,0.330618406,0.0040861118,655.880754,4250.52396,7192.6,0,3241.8
6.46,-3.48650258,0,10.1576577,0,0,0,0.330638858,0.00409470546,655.685337,4247.24505,7191.2,0,3241.6
6.465,-3.49298111,0,10.1758532,0,0,0,0.330659353,0.00410329126,655.490059,4243.96711,7189.8,0,3241.4
6.47,-3.49945053,0,10.1940183,0,0,0,0.330679891,0.0041118692,655.29492,4240.69015,7188.4,0,3241.2
6.475,-3.50591086,0,10.212153,0,0,0,0.330700471,0.0041204393,655.099918,4237.41416,7187,0,3241
6.48,-3.51236212,0,10.2302575,0,0,0,0.330721095,0.00412900159,654.905055,4234.13915,7185.6,0,3240.8
6.485,-3.51880434,0,10.2483318,0,0,0,0.330741761,0.00413755608,654.71033,4230.86511,7184.2,0,3240.6
6.49,-3.52523754,0,10.2663759,0,0,0,0.33076247,0.00414610278,654.515743,4227.59205,7182.8,0,3240.4
6.495,-3.53166174,0,10.28439,0,0,0,0.330783222,0.0041546417,654.321294,4224.31995,7181.4,0,3240.2
6.5,-3.53807698,0,10.3023741,0,0,0,0.330804017,0.00416317287,654.126983,4221.04883,7180,0,3240
6.505,-3.54448327,0,10.3203283,0,0,0,0.330824854,0.0041716963,653.932809,4217.77868,7178.6,0,3239.8
6.51,-3.55088063,0,10.3382525,0,0,0,0.330845734,0.00418021201,653.738773,4214.5095,7177.2,0,3239.6
6.515,-3.55726909,0,10.356147,0,0,0,0.330866656,0.00418872001,653.544875,4211.24129,7175.8,0,3239.4
6.52,-3.56364868,0,10.3740118,0,0,0,0.330887621,0.00419722032,653.351114,4207.97405,7174.4,0,3239.2
6.525,-3.57001941,0,10.3918469,0,0,0,0.330908628,0.00420571294,653.157491,4204.70778,7173,0,3239
6.53,-3.57638131,0,10.4096524,0,0,0,0.330929678,0.00421419791,652.964004,4201.44248,7171.6,0,3238.8
6.535,-3.5827344,0,10.4274284,0,0,0,0.33095077,0.00422267524,652.770655,4198.17814,7170.2,0,3238.6
6.54,-3.5890787,0,10.445175,0,0,0,0.330971905,0.00423114493,652.577443,4194.91477,7168.8,0,3238.4
6.545,-3.59541424,0,10.4628921,0,0,0,0.330993082,0.00423960701,652.384368,4191.65237,7167.4,0,3238.2
6.55,-3.60174105,0,10.4805799,0,0,0,0.331014301,0.00424806149,652.191429,4188.39093,7166,0,3238
6.555,-3.60805913,0,10.4982385,0,0,0,0.331035562,0.00425650839,651.998628,4185.13045,7164.6,0,3237.8
6.56,-3.61436852,0,10.5158679,0,0,0,0.331056866,0.00426494772,651.805963,4181.87094,7163.2,0,3237.6
6.565,-3.62066925,0,10.5334681,0,0,0,0.331078212,0.00427337949,651.613434,4178.61239,7161.8,0,3237.4
6.57,-3.62696132,0,10.5510393,0,0,0,0.3310996,0.00428180374,651.421042,4175.35481,7160.4,0,3237.2
6.575,-3.63324477,0,10.5685815,0,0,0,0.33112103,0.00429022046,651.228787,4172.09818,7159,0,3237
6.58,-3.63951961,0,10.5860947,0,0,0,0.331142502,0.00429862967,651.036667,4168.84252,7157.6,0,3236.8
6.585,-3.64578587,0,10.6035791,0,0,0,0.331164016,0.0043070314,650.844684,4165.58782,7156.2,0,3236.6
6.59,-3.65204358,0,10.6210347,0,0,0,0.331185572,0.00431542565,650.652836,4162.33407,7154.8,0,3236.4
6.595,-3.65829275,0,10.6384616,0,0,0,0.33120717,0.00432381244,650.461125,4159.08129,7153.4,0,3236.2
6.6,-3.66453341,0,10.6558598,0,0,0,0.33122881,0.00433219179,650.26955,4155.82946,7152,0,3236
6.605,-3.67076557,0,10.6732294,0,0,0,0.331250492,0.00434056371,650.07811,4152.57859,7150.6,0,3235.8
6.61,-3.67698927,0,10.6905705,0,0,0,0.331272216,0.00434892821,649.886806,4149.32868,7149.2,0,3235.6
6.615,-3.68320452,0,10.7078831,0,0,0,0.331293981,0.00435728532,649.695637,4146.07972,7147.8,0,3235.4
6.62,-3.68941135,0,10.7251673,0,0,0,0.331315789,0.00436563505,649.504604,4142.83172,7146.4,0,3235.2
6.625,-3.69560978,0,10.7424231,0,0,0,0.331337638,0.0043739774,649.313706,4139.58468,7145,0,3235
6.63,-3.70179982,0,10.7596507,0,0,0,0.331359528,0.00438231241,649.122943,4136.33858,7143.6,0,3234.8
6.635,-3.70798151,0,10.7768501,0,0,0,0.331381461,0.00439064008,648.932316,4133.09345,7142.2,0,3234.6
6.64,-3.71415486,0,10.7940213,0,0,0,0.331403435,0.00439896042,648.741824,4129.84926,7140.8,0,3234.4
6.645,-3.7203199,0,10.8111644,0,0,0,0.33142545,0.00440727346,648.551466,4126.60603,7139.4,0,3234.2
6.65,-3.72647665,0,10.8282795,0,0,0,0.331447507,0.00441557921,648.361244,4123.36375,7138,0,3234
6.655,-3.73262513,0,10.8453667,0,0,0,0.331469606,0.00442387768,648.171156,4120.12242,7136.6,0,3233.8
6.66,-3.73876536,0,10.8624259,0,0,0,0.331491746,0.00443216889,647.981202,4116.88203,7135.2,0,3233.6
6.665,-3.74489736,0,10.8794573,0,0,0,0.331513928,0.00444045285,647.791384,4113.6426,7133.8,0,3233.4
6.67,-3.75102116,0,10.896461,0,0,0,0.331536151,0.00444872958,647.6017,4110.40412,7132.4,0,3233.2
6.675,-3.75713677,0,10.913437,0,0,0,0.331558415,0.0044569991,647.41215,4107.16659,7131,0,3233
6.68,-3.76324423,0,10.9303853,0,0,0,0.331580721,0.00446526141,647.222734,4103.93,7129.6,0,3232.8
6.685,-3.76934354,0,10.947306,0,0,0,0.331603068,0.00447351654,647.033452,4100.69436,7128.2,0,3232.6
6.69,-3.77543474,0,10.9641992,0,0,0,0.331625456,0.0044817645,646.844305,4097.45966,7126.8,0,3232.4
6.695,-3.78151783,0,10.981065,0,0,0,0.331647885,0.00449000529,646.655292,4094.22591,7125.4,0,3232.2
6.7,-3.78759286,0,10.9979034,0,0,0,0.331670356,0.00449823895,646.466412,4090.99311,7124,0,3232
6.705,-3.79365983,0,11.0147144,0,0,0,0.331692868,0.00450646548,646.277666,4087.76125,7122.6,0,3231.8
6.71,-3.79971876,0,11.0314982,0,0,0,0.33171542,0.0045146849,646.089054,4084.53033,7121.2,0,3231.6
6.715,-3.80576969,0,11.0482548,0,0,0,0.331738014,0.00452289722,645.900575,4081.30036,7119.8,0,3231.4
6.72,-3.81181262,0,11.0649842,0,0,0,0.331760649,0.00453110245,645.71223,4078.07133,7118.4,0,3231.2
6.725,-3.81784758,0,11.0816866,0,0,0,0.331783325,0.00453930062,645.524018,4074.84324,7117,0,3231
6.73,-3.8238746,0,11.098362,0,0,0,0.331806042,0.00454749174,645.335939,4071.61609,7115.6,0,3230.8
6.735,-3.82989369,0,11.1150104,0,0,0,0.3318288,0.00455567582,645.147993,4068.38988,7114.2,0,3230.6
6.74,-3.83590487,0,11.1316319,0,0,0,0.331851599,0.00456385287,644.960181,4065.16461,7112.8,0,3230.4
6.745,-3.84190817,0,11.1482265,0,0,0,0.331874439,0.00457202292,644.772501,4061.94027,7111.4,0,3230.2
6.75,-3.84790361,0,11.1647944,0,0,0,0.331897319,0.00458018597,644.584955,4058.71688,7110,0,3230
6.755,-3.8538912,0,11.1813356,0,0,0,0.331920241,0.00458834204,644.397541,4055.49442,7108.6,0,3229.8
6.76,-3.85987097,0,11.1978501,0,0,0,0.331943203,0.00459649115,644.210259,4052.27291,7107.2,0,3229.6
6.765,-3.86584293,0,11.2143381,0,0,0,0.331966205,0.0046046333,644.023111,4049.05232,7105.8,0,3229.4
6.77,-3.87180712,0,11.2307995,0,0,0,0.331989249,0.00461276852,643.836094,4045.83267,7104.4,0,3229.2
6.775,-3.87776354,0,11.2472344,0,0,0,0.332012333,0.00462089682,643.64921,4042.61396,7103,0,3229
6.78,-3.88371223,0,11.263643,0,0,0,0.332035458,0.00462901821,643.462459,4039.39618,7101.6,0,3228.8
6.785,-3.8896532,0,11.2800252,0,0,0,0.332058623,0.00463713271,643.275839,4036.17934,7100.2,0,3228.6
6.79,-3.89558647,0,11.2963811,0,0,0,0.332081829,0.00464524033,643.089352,4032.96342,7098.8,0,3228.4
6.795,-3.90151206,0,11.3127108,0,0,0,0.332105076,0.00465334109,642.902996,4029.74844,7097.4,0,3228.2
6.8,-3.90742999,0,11.3290143,0,0,0,0.332128363,0.00466143499,642.716773,4026.53439,7096,0,3228
6.805,-3.91334029,0,11.3452917,0,0,0,0.33215169,0.00466952207,642.530681,4023.32127,7094.6,0,3227.8
6.81,-3.91924297,0,11.3615431,0,0,0,0.332175058,0.00467760232,642.34472,4020.10909,7093.2,0,3227.6
6.815,-3.92513805,0,11.3777684,0,0,0,0.332198466,0.00468567576,642.158892,4016.89783,7091.8,0,3227.4
6.82,-3.93102556,0,11.3939679,0,0,0,0.332221914,0.00469374242,641.973194,4013.6875,7090.4,0,3227.2
6.825,-3.93690551,0,11.4101415,0,0,0,0.332245403,0.0047018023,641.787628,4010.47809,7089,0,3227
6.83,-3.94277792,0,11.4262892,0,0,0,0.332268932,0.00470985541,641.602194,4007.26962,7087.6,0,3226.8
6.835,-3.94864282,0,11.4424112,0,0,0,0.332292502,0.00471790178,641.41689,4004.06207,7086.2,0,3226.6
6.84,-3.95450023,0,11.4585076,0,0,0,0.332316111,0.00472594141,641.231718,4000.85545,7084.8,0,3226.4
6.845,-3.96035016,0,11.4745783,0,0,0,0.332339761,0.00473397432,641.046676,3997.64975,7083.4,0,3226.2
6.85,-3.96619263,0,11.4906234,0,0,0,0.332363451,0.00474200052,640.861766,3994.44498,7082,0,3226
6.855,-3.97202767,0,11.506643,0,0,0,0.332387181,0.00475002003,640.676986,3991.24114,7080.6,0,3225.8
6.86,-3.97785529,0,11.5226371,0,0,0,0.332410951,0.00475803287,640.492336,3988.03821,7079.2,0,3225.6
6.865,-3.98367552,0,11.5386059,0,0,0,0.332434761,0.00476603904,640.307818,3984.83621,7077.8,0,3225.4
6.87,-3.98948837,0,11.5545493,0,0,0,0.332458612,0.00477403856,640.12343,3981.63513,7076.4,0,3225.2
6.875,-3.99529387,0,11.5704674,0,0,0,0.332482502,0.00478203144,639.939172,3978.43498,7075,0,3225
6.88,-4.00109202,0,11.5863603,0,0,0,0.332506432,0.0047900177,639.755044,3975.23574,7073.6,0,3224.8
6.885,-4.00688286,0,11.602228,0,0,0,0.332530402,0.00479799736,639.571047,3972.03743,7072.2,0,3224.6
6.89,-4.01266641,0,11.6180707,0,0,0,0.332554412,0.00480597042,639.387179,3968.84003,7070.8,0,3224.4
6.895,-4.01844268,0,11.6338882,0,0,0,0.332578462,0.0048139369,639.203442,3965.64355,7069.4,0,3224.2
6.9,-4.02421168,0,11.6496808,0,0,0,0.332602551,0.00482189682,639.019834,3962.448,7068,0,3224
6.905,-4.02997346,0,11.6654485,0,0,0,0.332626681,0.00482985019,638.836356,3959.25336,7066.6,0,3223.8
6.91,-4.03572801,0,11.6811912,0,0,0,0.33265085,0.00483779701,638.653008,3956.05963,7065.2,0,3223.6
6.915,-4.04147536,0,11.6969092,0,0,0,0.332675059,0.00484573732,638.46979,3952.86683,7063.8,0,3223.4
6.92,-4.04721553,0,11.7126023,0,0,0,0.332699307,0.00485367111,638.286701,3949.67493,7062.4,0,3223.2
6.925,-4.05294854,0,11.7282708,0,0,0,0.332723595,0.00486159841,638.103741,3946.48396,7061,0,3223
6.93,-4.05867441,0,11.7439146,0,0,0,0.332747923,0.00486951922,637.92091,3943.2939,7059.6,0,3222.8
6.935,-4.06439316,0,11.7595338,0,0,0,0.33277229,0.00487743357,637.738209,3940.10475,7058.2,0,3222.6
6.94,-4.0701048,0,11.7751285,0,0,0,0.332796697,0.00488534147,637.555637,3936.91651,7056.8,0,3222.4
6.945,-4.07580936,0,11.7906987,0,0,0,0.332821144,0.00489324292,637.373193,3933.72919,7055.4,0,3222.2
6.95,-4.08150685,0,11.8062444,0,0,0,0.33284563,0.00490113794,637.190879,3930.54278,7054,0,3222
6.955,-4.0871973,0,11.8217658,0,0,0,0.332870155,0.00490902655,637.008693,3927.35728,7052.6,0,3221.8
6.96,-4.09288072,0,11.8372629,0,0,0,0.33289472,0.00491690877,636.826636,3924.17269,7051.2,0,3221.6
6.965,-4.09855714,0,11.8527357,0,0,0,0.332919324,0.00492478459,636.644708,3920.98902,7049.8,0,3221.4
6.97,-4.10422656,0,11.8681843,0,0,0,0.332943968,0.00493265405,636.462908,3917.80625,7048.4,0,3221.2
6.975,-4.10988902,0,11.8836088,0,0,0,0.332968651,0.00494051714,636.281236,3914.62439,7047,0,3221
6.98,-4.11554452,0,11.8990092,0,0,0,0.332993373,0.00494837389,636.099693,3911.44343,7045.6,0,3220.8
6.985,-4.1211931,0,11.9143855,0,0,0,0.333018134,0.00495622431,635.918278,3908.26339,7044.2,0,3220.6
6.99,-4.12683475,0,11.9297379,0,0,0,0.333042935,0.00496406841,635.736991,3905.08425,7042.8,0,3220.4
6.995,-4.13246952,0,11.9450663,0,0,0,0.333067775,0.00497190621,635.555832,3901.90602,7041.4,0,3220.2
7,-4.1380974,0,11.9603709,0,0,0,0.333092654,0.00497973771,635.374801,3898.72869,7040,0,3220
7.005,-4.14371843,0,11.9756516,0,0,0,0.333117572,0.00498756294,635.193897,3895.55227,7038.6,0,3219.8
7.01,-4.14933262,0,11.9909086,0,0,0,0.33314253,0.00499538191,635.013121,3892.37675,7037.2,0,3219.6
7.015,-4.15494,0,12.0061419,0,0,0,0.333167526,0.00500319462,634.832473,3889.20214,7035.8,0,3219.4
7.02,-4.16054056,0,12.0213515,0,0,0,0.333192562,0.0050110011,634.651952,3886.02843,7034.4,0,3219.2
7.025,-4.16613435,0,12.0365375,0,0,0,0.333217636,0.00501880136,634.471559,3882.85562,7033,0,3219
7.03,-4.17172137,0,12.0517,0,0,0,0.33324275,0.0050265954,634.291293,3879.68371,7031.6,0,3218.8
7.035,-4.17730164,0,12.066839,0,0,0,0.333267902,0.00503438325,634.111154,3876.51271,7030.2,0,3218.6
7.04,-4.18287519,0,12.0819545,0,0,0,0.333293093,0.00504216492,633.931142,3873.3426,7028.8,0,3218.4
7.045,-4.18844203,0,12.0970467,0,0,0,0.333318324,0.00504994041,633.751258,3870.17339,7027.4,0,3218.2
7.05,-4.19400217,0,12.1121156,0,0,0,0.333343593,0.00505770975,633.5715,3867.00509,7026,0,3218
7.055,-4.19955564,0,12.1271611,0,0,0,0.333368901,0.00506547295,633.391868,3863.83768,7024.6,0,3217.8
7.06,-4.20510246,0,12.1421835,0,0,0,0.333394248,0.00507323001,633.212364,3860.67117,7023.2,0,3217.6
7.065,-4.21064264,0,12.1571827,0,0,0,0.333419633,0.00508098096,633.032986,3857.50556,7021.8,0,3217.4
7.07,-4.2161762,0,12.1721588,0,0,0,0.333445057,0.00508872581,632.853735,3854.34084,7020.4,0,3217.2
7.075,-4.22170316,0,12.1871118,0,0,0,0.33347052,0.00509646457,632.67461,3851.17702,7019,0,3217
7.08,-4.22722353,0,12.2020418,0,0,0,0.333496022,0.00510419725,632.495611,3848.01409,7017.6,0,3216.8
7.085,-4.23273734,0,12.2169488,0,0,0,0.333521562,0.00511192386,632.316738,3844.85206,7016.2,0,3216.6
7.09,-4.23824461,0,12.231833,0,0,0,0.333547141,0.00511964443,632.137992,3841.69092,7014.8,0,3216.4
7.095,-4.24374535,0,12.2466943,0,0,0,0.333572759,0.00512735895,631.959372,3838.53068,7013.4,0,3216.2
7.1,-4.24923957,0,12.2615328,0,0,0,0.333598415,0.00513506746,631.780877,3835.37133,7012,0,3216
7.105,-4.2547273,0,12.2763485,0,0,0,0.333624109,0.00514276995,631.602508,3832.21287,7010.6,0,3215.8
7.11,-4.26020856,0,12.2911416,0,0,0,0.333649842,0.00515046644,631.424265,3829.05531,7009.2,0,3215.6
7.115,-4.26568336,0,12.3059121,0,0,0,0.333675614,0.00515815695,631.246148,3825.89863,7007.8,0,3215.4
7.12,-4.27115171,0,12.3206599,0,0,0,0.333701424,0.00516584149,631.068156,3822.74284,7006.4,0,3215.2
7.125,-4.27661365,0,12.3353852,0,0,0,0.333727272,0.00517352006,630.890289,3819.58795,7005,0,3215
7.13,-4.28206918,0,12.3500881,0,0,0,0.333753159,0.0051811927,630.712548,3816.43394,7003.6,0,3214.8
7.135,-4.28751833,0,12.3647685,0,0,0,0.333779084,0.00518885939,630.534932,3813.28082,7002.2,0,3214.6
7.14,-4.2929611,0,12.3794265,0,0,0,0.333805048,0.00519652017,630.357441,3810.12859,7000.8,0,3214.4
7.145,-4.29839752,0,12.3940622,0,0,0,0.333831049,0.00520417504,630.180075,3806.97725,6999.4,0,3214.2
7.15,-4.30382761,0,12.4086756,0,0,0,0.333857089,0.00521182402,630.002834,3803.82679,6998,0,3214
7.155,-4.30925138,0,12.4232668,0,0,0,0.333883168,0.00521946711,629.825718,3800.67722,6996.6,0,3213.8
7.16,-4.31466885,0,12.4378359,0,0,0,0.333909284,0.00522710434,629.648726,3797.52853,6995.2,0,3213.6
7.165,-4.32008004,0,12.4523828,0,0,0,0.333935439,0.00523473571,629.471859,3794.38073,6993.8,0,3213.4
7.17,-4.32548497,0,12.4669076,0,0,0,0.333961631,0.00524236124,629.295117,3791.23381,6992.4,0,3213.2
7.175,-4.33088364,0,12.4814105,0,0,0,0.333987862,0.00524998094,629.118499,3788.08778,6991,0,3213
7.18,-4.33627609,0,12.4958913,0,0,0,0.334014131,0.00525759482,628.942005,3784.94263,6989.6,0,3212.8
7.185,-4.34166232,0,12.5103503,0,0,0,0.334040438,0.0052652029,628.765636,3781.79836,6988.2,0,3212.6
7.19,-4.34704235,0,12.5247873,0,0,0,0.334066783,0.00527280518,628.58939,3778.65497,6986.8,0,3212.4
7.195,-4.35241621,0,12.5392026,0,0,0,0.334093166,0.00528040169,628.413269,3775.51246,6985.4,0,3212.2
7.2,-4.35778391,0,12.5535961,0,0,0,0.334119587,0.00528799243,628.237271,3772.37084,6984,0,3212
7.205,-4.36314546,0,12.5679679,0,0,0,0.334146046,0.00529557742,628.061398,3769.23009,6982.6,0,3211.8
7.21,-4.36850088,0,12.582318,0,0,0,0.334172543,0.00530315666,627.885648,3766.09022,6981.2,0,3211.6
7.215,-4.37385019,0,12.5966465,0,0,0,0.334199078,0.00531073018,627.710022,3762.95123,6979.8,0,3211.4
7.22,-4.3791934,0,12.6109535,0,0,0,0.33422565,0.00531829798,627.534519,3759.81312,6978.4,0,3211.2
7.225,-4.38453054,0,12.6252389,0,0,0,0.334252261,0.00532586008,627.35914,3756.67589,6977,0,3211
7.23,-4.38986162,0,12.6395029,0,0,0,0.334278909,0.00533341649,627.183884,3753.53953,6975.6,0,3210.8
7.235,-4.39518666,0,12.6537454,0,0,0,0.334305595,0.00534096722,627.008751,3750.40405,6974.2,0,3210.6
7.24,-4.40050567,0,12.6679666,0,0,0,0.334332318,0.00534851229,626.833741,3747.26944,6972.8,0,3210.4
7.245,-4.40581867,0,12.6821665,0,0,0,0.33435908,0.0053560517,626.658855,3744.13571,6971.4,0,3210.2
7.25,-4.41112567,0,12.6963451,0,0,0,0.334385879,0.00536358547,626.484091,3741.00286,6970,0,3210
7.255,-4.4164267,0,12.7105025,0,0,0,0.334412716,0.00537111362,626.30945,3737.87087,6968.6,0,3209.8
7.26,-4.42172177,0,12.7246387,0,0,0,0.33443959,0.00537863615,626.134932,3734.73976,6967.2,0,3209.6
7.265,-4.4270109,0,12.7387539,0,0,0,0.334466502,0.00538615308,625.960537,3731.60952,6965.8,0,3209.4
7.27,-4.4322941,0,12.7528479,0,0,0,0.334493451,0.00539366442,625.786264,3728.48015,6964.4,0,3209.2
7.275,-4.43757139,0,12.7669209,0,0,0,0.334520439,0.00540117018,625.612114,3725.35166,6963,0,3209
7.28,-4.44284279,0,12.780973,0,0,0,0.334547463,0.00540867037,625.438086,3722.22403,6961.6,0,3208.8
7.285,-4.44810831,0,12.7950041,0,0,0,0.334574525,0.00541616501,625.26418,3719.09728,6960.2,0,3208.6
7.29,-4.45336796,0,12.8090144,0,0,0,0.334601625,0.00542365411,625.090396,3715.97139,6958.8,0,3208.4
7.295,-4.45862178,0,12.8230038,0,0,0,0.334628762,0.00543113768,624.916735,3712.84637,6957.4,0,3208.2
7.3,-4.46386976,0,12.8369725,0,0,0,0.334655936,0.00543861574,624.743195,3709.72222,6956,0,3208
7.305,-4.46911194,0,12.8509204,0,0,0,0.334683148,0.00544608829,624.569777,3706.59894,6954.6,0,3207.8
7.31,-4.47434831,0,12.8648476,0,0,0,0.334710397,0.00545355535,624.396481,3703.47653,6953.2,0,3207.6
7.315,-4.47957891,0,12.8787543,0,0,0,0.334737683,0.00546101694,624.223307,3700.35498,6951.8,0,3207.4
7.32,-4.48480375,0,12.8926403,0,0,0,0.334765007,0.00546847305,624.050254,3697.23429,6950.4,0,3207.2
7.325,-4.49002284,0,12.9065058,0,0,0,0.334792368,0.00547592371,623.877323,3694.11447,6949,0,3207
7.33,-4.4952362,0,12.9203508,0,0,0,0.334819766,0.00548336893,623.704513,3690.99552,6947.6,0,3206.8
7.335,-4.50044384,0,12.9341754,0,0,0,0.334847202,0.00549080872,623.531824,3687.87743,6946.2,0,3206.6
7.34,-4.50564579,0,12.9479795,0,0,0,0.334874674,0.00549824309,623.359257,3684.7602,6944.8,0,3206.4
7.345,-4.51084205,0,12.9617634,0,0,0,0.334902184,0.00550567205,623.186811,3681.64383,6943.4,0,3206.2
7.35,-4.51603264,0,12.9755269,0,0,0,0.334929731,0.00551309562,623.014485,3678.52833,6942,0,3206
7.355,-4.52121759,0,12.9892702,0,0,0,0.334957315,0.00552051381,622.842281,3675.41369,6940.6,0,3205.8
7.36,-4.5263969,0,13.0029933,0,0,0,0.334984936,0.00552792663,622.670197,3672.29991,6939.2,0,3205.6
7.365,-4.53157059,0,13.0166962,0,0,0,0.335012594,0.00553533409,622.498234,3669.18699,6937.8,0,3205.4
7.37,-4.53673868,0,13.030379,0,0,0,0.33504029,0.00554273621,622.326391,3666.07493,6936.4,0,3205.2
7.375,-4.54190118,0,13.0440417,0,0,0,0.335068022,0.00555013299,622.154669,3662.96372,6935,0,3205
7.38,-4.54705811,0,13.0576845,0,0,0,0.335095791,0.00555752445,621.983068,3659.85338,6933.6,0,3204.8
7.385,-4.55220949,0,13.0713072,0,0,0,0.335123597,0.0055649106,621.811587,3656.74389,6932.2,0,3204.6
7.39,-4.55735532,0,13.0849101,0,0,0,0.33515144,0.00557229146,621.640225,3653.63526,6930.8,0,3204.4
7.395,-4.56249563,0,13.098493,0,0,0,0.33517932,0.00557966702,621.468984,3650.52749,6929.4,0,3204.2
7.4,-4.56763044,0,13.1120562,0,0,0,0.335207237,0.00558703732,621.297864,3647.42057,6928,0,3204
7.405,-4.57275975,0,13.1255995,0,0,0,0.33523519,0.00559440235,621.126862,3644.31451,6926.6,0,3203.8
7.41,-4.57788358,0,13.1391231,0,0,0,0.335263181,0.00560176214,620.955981,3641.2093,6925.2,0,3203.6
7.415,-4.58300195,0,13.1526271,0,0,0,0.335291208,0.00560911668,620.78522,3638.10495,6923.8,0,3203.4
7.42,-4.58811487,0,13.1661113,0,0,0,0.335319272,0.005616466,620.614578,3635.00145,6922.4,0,3203.2
7.425,-4.59322236,0,13.179576,0,0,0,0.335347372,0.00562381011,620.444055,3631.8988,6921,0,3203
7.43,-4.59832444,0,13.1930211,0,0,0,0.33537551,0.00563114902,620.273653,3628.79701,6919.6,0,3202.8
7.435,-4.60342112,0,13.2064468,0,0,0,0.335403684,0.00563848273,620.103369,3625.69607,6918.2,0,3202.6
7.44,-4.60851241,0,13.2198529,0,0,0,0.335431895,0.00564581127,619.933205,3622.59598,6916.8,0,3202.4
7.445,-4.61359834,0,13.2332396,0,0,0,0.335460142,0.00565313463,619.763159,3619.49674,6915.4,0,3202.2
7.45,-4.6186789,0,13.246607,0,0,0,0.335488426,0.00566045285,619.593233,3616.39834,6914,0,3202
7.455,-4.62375414,0,13.259955,0,0,0,0.335516746,0.00566776592,619.423426,3613.3008,6912.6,0,3201.8
7.46,-4.62882404,0,13.2732838,0,0,0,0.335545104,0.00567507386,619.253737,3610.20411,6911.2,0,3201.6
7.465,-4.63388864,0,13.2865933,0,0,0,0.335573497,0.00568237668,619.084168,3607.10826,6909.8,0,3201.4
7.47,-4.63894795,0,13.2998836,0,0,0,0.335601927,0.00568967439,618.914717,3604.01327,6908.4,0,3201.2
7.475,-4.64400197,0,13.3131548,0,0,0,0.335630394,0.005696967,618.745384,3600.91912,6907,0,3201
7.48,-4.64905074,0,13.3264069,0,0,0,0.335658897,0.00570425453,618.57617,3597.82581,6905.6,0,3200.8
